,fid,title,description,category,price,length,rating,actors,_merge
822,1000,ZORRO ARK,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,Comedy,4.99,50,NC-17,"IAN TANDY, NICK DEGENERES, LISA MONROE",left_only
823,328,FOREVER CANDIDATE,A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat,Children,2.99,131,NC-17,JADA RYDER,right_only
824,328,FOREVER CANDIDATE,A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat,Children,2.99,131,NC-17,JADA RYDER,left_only
825,575,MIDSUMMER GROUNDHOG,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan,Documentary,4.99,48,G,"JADA RYDER, BELA WALKEN",left_only
826,859,SUGAR WONKA,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,Animation,4.99,114,PG,"JADA RYDER, GINA DEGENERES, CHRISTOPHER BERRY, JON CHASE, MATTHEW JOHANSSON",right_only
827,875,TALENTED HOMICIDE,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,Sports,0.99,173,PG,"JADA RYDER, JANE JACKMAN, MINNIE ZELLWEGER, NICK STALLONE, BURT DUKAKIS",right_only
828,470,ISHTAR ROCKETEER,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,Animation,4.99,79,R,"JADA RYDER, KIRSTEN AKROYD, SALMA NOLTE, JOHN SUVARI",right_only
829,554,MALKOVICH PET,A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback,Classics,2.99,159,G,"JADA RYDER, MATTHEW JOHANSSON, FAY WINSLET, LAURENCE BULLOCK, MICHAEL BOLGER, GRACE MOSTEL, REESE WEST",right_only
830,18,ALTER VICTORY,A Thoughtful Drama of a Composer And a Feminist who must Meet a Secret Agent in The Canadian Rockies,Animation,0.99,57,PG-13,"JADA RYDER, REESE KILMER, OPRAH KILMER, ANGELA WITHERSPOON",right_only
831,10,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,Sports,4.99,63,NC-17,"JADA RYDER, ROCK DUKAKIS, GRETA MALDEN, RENEE TRACY, RAY JOHANSSON, VAL BOLGER, JUDY DEAN, ALEC WAYNE",right_only
832,317,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,Comedy,0.99,148,PG,"JAMES PITT, ADAM GRANT, FRANCES TOMEI, VAL BOLGER, JUDE CRUISE",right_only
833,46,AUTUMN CROW,A Beautiful Tale of a Dentist And a Mad Cow who must Battle a Moose in The Sahara Desert,Games,4.99,108,G,"JAMES PITT, ANGELA HUDSON, DUSTIN TAUTOU",right_only
834,809,SLIPPER FIDELITY,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,Sports,0.99,156,PG-13,"JAMES PITT, CAMERON WRAY, GRETA KEITEL, JANE JACKMAN, AL GARLAND, JEFF SILVERSTONE, MICHAEL BENING",right_only
835,238,DOCTOR GRAIL,A Insightful Drama of a Womanizer And a Waitress who must Reach a Forensic Psychologist in The Outback,Children,2.99,57,G,"JAMES PITT, CATE MCQUEEN, SALMA NOLTE, PENELOPE MONROE, ALBERT NOLTE, JON CHASE",right_only
836,281,ENCINO ELF,A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon,Games,0.99,143,G,"JAMES PITT, HARVEY HOPE, BEN WILLIS, KIRSTEN PALTROW, ZERO CAGE, SYLVESTER DERN",right_only
837,479,JEDI BENEATH,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,Family,0.99,128,PG,"JAMES PITT, LIZA BERGMAN, JULIANNE DENCH, JANE JACKMAN",right_only
838,479,JEDI BENEATH,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,Family,0.99,128,PG,"JAMES PITT, LIZA BERGMAN, JULIANNE DENCH, JANE JACKMAN",left_only
839,238,DOCTOR GRAIL,A Insightful Drama of a Womanizer And a Waitress who must Reach a Forensic Psychologist in The Outback,Children,2.99,57,G,"JAMES PITT, PENELOPE MONROE, SALMA NOLTE, ALBERT NOLTE, CATE MCQUEEN, JON CHASE",left_only
840,975,WILLOW TRACY,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,Family,2.99,137,R,"JAMES PITT, REESE KILMER",right_only
841,843,STEEL SANTA,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,Classics,4.99,143,NC-17,"JAMES PITT, UMA WOOD, MARY KEITEL",right_only
842,515,LEGALLY SECRETARY,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,Children,4.99,113,PG,"JANE JACKMAN, CARMEN HUNT, CAMERON STREEP, UMA WOOD, HELEN VOIGHT, BELA WALKEN",right_only
843,147,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,Family,0.99,101,NC-17,"JANE JACKMAN, KIRK JOVOVICH, RIP CRAWFORD, JOE SWANK, REESE WEST",right_only
844,272,EDGE KISSING,A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat,Drama,4.99,153,NC-17,"JAYNE NEESON, ANGELA WITHERSPOON, CUBA BIRCH",left_only
845,719,RECORDS ZORRO,A Amazing Drama of a Mad Scientist And a Composer who must Build a Husband in The Outback,Sports,4.99,182,PG,"JAYNE NEESON, BEN WILLIS, MORGAN HOPKINS, RITA REYNOLDS, EWAN GOODING, CHRISTOPHER WEST, WILLIAM HACKMAN, MERYL ALLEN",right_only
846,719,RECORDS ZORRO,A Amazing Drama of a Mad Scientist And a Composer who must Build a Husband in The Outback,Sports,4.99,182,PG,"JAYNE NEESON, BEN WILLIS, MORGAN HOPKINS, RITA REYNOLDS, EWAN GOODING, CHRISTOPHER WEST, WILLIAM HACKMAN, MERYL ALLEN",left_only
847,406,HAUNTING PIANIST,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,Games,0.99,181,R,"JAYNE NEESON, CHARLIZE DENCH, SEAN GUINESS, GRETA MALDEN, MARY KEITEL",right_only
848,406,HAUNTING PIANIST,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,Games,0.99,181,R,"JAYNE NEESON, CHARLIZE DENCH, SEAN GUINESS, GRETA MALDEN, MARY KEITEL",left_only
849,211,DARLING BREAKING,A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico,Games,4.99,165,PG-13,"JAYNE NEESON, FRANCES DAY-LEWIS",right_only
850,413,HEDWIG ALTER,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,Comedy,2.99,169,NC-17,"JAYNE NEESON, JAMES PITT, GENE HOPKINS, DEBBIE AKROYD",left_only
851,428,HOMICIDE PEACH,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,Family,2.99,141,PG-13,"JAYNE NEESON, KENNETH TORN, ALBERT NOLTE, BOB FAWCETT, FRANCES DAY-LEWIS, HARRISON BALE, GROUCHO SINATRA, MAE HOFFMAN",right_only
852,337,FRIDA SLIPPER,A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft,Foreign,2.99,73,R,"JAYNE NEESON, UMA WOOD, RENEE TRACY, KENNETH TORN, MINNIE ZELLWEGER",right_only
853,75,BIRD INDEPENDENCE,A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies,Travel,4.99,163,G,"JAYNE NOLTE, FAY KILMER",right_only
854,880,TELEMARK HEARTBREAKERS,A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse,Animation,2.99,152,PG-13,"JAYNE NOLTE, GEOFFREY HESTON, VIVIEN BASINGER, HARVEY HOPE, MICHAEL BOLGER, SISSY SOBIESKI, KARL BERRY, HELEN VOIGHT, JULIA MCQUEEN, GROUCHO SINATRA, SEAN GUINESS",right_only
855,887,THIEF PELICAN,A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft,Animation,4.99,135,PG-13,"JAYNE NOLTE, HARRISON BALE, KIRSTEN PALTROW, JOHNNY CAGE, JAMES PITT, WARREN NOLTE, RENEE TRACY",right_only
856,94,BRAVEHEART HUMAN,A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin,Family,2.99,176,PG-13,"JAYNE NOLTE, JANE JACKMAN, KIRSTEN AKROYD, NICK STALLONE",right_only
857,873,SWEETHEARTS SUSPECTS,A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico,Children,0.99,108,G,"JAYNE NOLTE, JOE SWANK, HELEN VOIGHT, JULIA MCQUEEN, BEN WILLIS",right_only
858,206,DANCING FEVER,A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank,Documentary,0.99,144,G,"JAYNE NOLTE, LAURA BRODY, ROCK DUKAKIS, KENNETH TORN, MATTHEW LEIGH, JANE JACKMAN",right_only
859,962,WASTELAND DIVINE,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,Classics,2.99,85,PG,"JAYNE NOLTE, LUCILLE TRACY, CAMERON ZELLWEGER, DARYL CRAWFORD, AL GARLAND, JAYNE SILVERSTONE",right_only
860,270,EARTH VISION,A Stunning Drama of a Butler And a Madman who must Outrace a Womanizer in Ancient India,New,0.99,85,NC-17,"JAYNE NOLTE, RICHARD PENN, KENNETH TORN",right_only
861,889,TIES HUNGER,A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat,Children,4.99,111,R,"JAYNE NOLTE, WILL WILSON, JOE SWANK, JULIA MCQUEEN, PARKER GOLDBERG, KIRSTEN AKROYD",right_only
862,813,SMOOCHY CONTROL,A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China,Sports,0.99,184,R,"JAYNE SILVERSTONE, DARYL WAHLBERG",right_only
863,403,HARRY IDAHO,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,Drama,4.99,121,PG-13,"JAYNE SILVERSTONE, FAY KILMER, CAMERON ZELLWEGER, MORGAN HOPKINS, LUCILLE DEE, MATTHEW CARREY",right_only
864,534,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,Family,0.99,70,PG-13,"JAYNE SILVERSTONE, GINA DEGENERES, HENRY BERRY",right_only
865,392,HALL CASSIDY,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,Children,4.99,51,NC-17,"JAYNE SILVERSTONE, GINA DEGENERES, JOHNNY LOLLOBRIGIDA, RIP CRAWFORD, CAMERON WRAY",right_only
866,359,GLADIATOR WESTWARD,A Astounding Reflection of a Squirrel And a Sumo Wrestler who must Sink a Dentist in Ancient Japan,Family,4.99,173,PG,"JAYNE SILVERSTONE, IAN TANDY, CAMERON ZELLWEGER, ADAM GRANT, JULIA MCQUEEN, KIRK JOVOVICH",right_only
867,494,KARATE MOON,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,Horror,0.99,120,PG-13,"JAYNE SILVERSTONE, MICHAEL BOLGER, KIM ALLEN, JADA RYDER, JANE JACKMAN, JULIANNE DENCH, JOHNNY CAGE, SUSAN DAVIS",right_only
868,706,QUEEN LUKE,A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans,Drama,4.99,163,PG,"JAYNE SILVERSTONE, RIVER DEAN, EWAN GOODING, RIP WINSLET, MARY TANDY, SPENCER PECK",right_only
869,520,LICENSE WEEKEND,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,Sci-Fi,2.99,91,NC-17,"JAYNE SILVERSTONE, RUSSELL CLOSE, DARYL CRAWFORD, NATALIE HOPKINS, GROUCHO SINATRA, SEAN GUINESS, GINA DEGENERES, GREG CHAPLIN",right_only
870,869,SUSPECTS QUILLS,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,Action,2.99,47,PG,"JEFF SILVERSTONE, JAYNE SILVERSTONE, MINNIE ZELLWEGER, JOHNNY CAGE, MICHELLE MCCONAUGHEY, RUSSELL BACALL, GRETA KEITEL, VIVIEN BASINGER",right_only
871,258,DRUMS DYNAMITE,A Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park,Horror,0.99,96,PG,"JEFF SILVERSTONE, JUDE CRUISE, LUCILLE DEE, MORGAN HOPKINS, REESE WEST, WHOOPI HURT, VIVIEN BERGEN",right_only
872,355,GHOSTBUSTERS ELF,A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin,Animation,0.99,101,R,JENNIFER DAVIS,right_only
873,355,GHOSTBUSTERS ELF,A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin,Animation,0.99,101,R,JENNIFER DAVIS,left_only
874,79,BLADE POLISH,A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station,Drama,0.99,114,PG-13,"JENNIFER DAVIS, ALEC WAYNE, KEVIN GARLAND, RIVER DEAN, ANGELA WITHERSPOON",right_only
875,79,BLADE POLISH,A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station,Drama,0.99,114,PG-13,"JENNIFER DAVIS, ALEC WAYNE, KEVIN GARLAND, RIVER DEAN, ANGELA WITHERSPOON",left_only
876,635,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,New,0.99,58,PG,"JENNIFER DAVIS, BELA WALKEN, RICHARD PENN, CARY MCCONAUGHEY, CHRISTIAN AKROYD, RIP CRAWFORD, CUBA OLIVIER, KARL BERRY, PENELOPE GUINESS",right_only
877,490,JUMANJI BLADE,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,New,2.99,121,G,"JENNIFER DAVIS, BOB FAWCETT, NICK STALLONE, GARY PHOENIX, MENA TEMPLE, JIM MOSTEL",left_only
878,924,UNFORGIVEN ZOOLANDER,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,Sci-Fi,0.99,129,PG,"JENNIFER DAVIS, CUBA OLIVIER, JULIA BARRYMORE, NATALIE HOPKINS, HARVEY HOPE, ED GUINESS, MARY KEITEL",left_only
879,56,BAREFOOT MANCHURIAN,A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park,Action,2.99,129,G,"JENNIFER DAVIS, ELVIS MARX, MILLA PECK, KIRK JOVOVICH, DARYL CRAWFORD, ED MANSFIELD, MORGAN WILLIAMS, WILL WILSON",left_only
880,379,GREEDY ROOTS,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,Drama,0.99,166,R,"JENNIFER DAVIS, GARY PENN, WARREN NOLTE, HARRISON BALE, FAY WOOD, ALAN DREYFUSS, RENEE BALL, MARY KEITEL",left_only
881,62,BED HIGHBALL,A Astounding Panorama of a Lumberjack And a Dog who must Redeem a Woman in An Abandoned Fun House,Documentary,2.99,106,NC-17,"JENNIFER DAVIS, GINA DEGENERES, SUSAN DAVIS, ALBERT NOLTE, AUDREY BAILEY",left_only
882,463,INSTINCT AIRPORT,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,Sports,2.99,116,PG,"JENNIFER DAVIS, GRACE MOSTEL, CAMERON STREEP, JOHNNY CAGE, REESE KILMER, PARKER GOLDBERG, PENELOPE CRONYN, SYLVESTER DERN, RICHARD PENN, GEOFFREY HESTON, ED GUINESS",left_only
883,691,POSEIDON FOREVER,A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery,Sports,4.99,159,PG-13,"JENNIFER DAVIS, GRACE MOSTEL, SANDRA KILMER, PENELOPE MONROE, EWAN GOODING, REESE WEST",left_only
884,721,REDS POCUS,A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia,Music,4.99,182,PG-13,"JENNIFER DAVIS, JODIE DEGENERES, SPENCER PECK, CHRIS BRIDGES, WARREN NOLTE",left_only
885,712,RAIDERS ANTITRUST,A Amazing Drama of a Teacher And a Feminist who must Meet a Woman in The First Manned Space Station,Documentary,0.99,82,PG-13,"JENNIFER DAVIS, KIRSTEN AKROYD, MILLA PECK, KENNETH TORN, WALTER TORN, JADA RYDER",right_only
886,398,HANOVER GALAXY,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,Music,4.99,47,NC-17,"JENNIFER DAVIS, KIRSTEN PALTROW, JULIA MCQUEEN, JAYNE NEESON, ANGELA HUDSON, SCARLETT DAMON, KENNETH HOFFMAN",left_only
887,798,SILVERADO GOLDFINGER,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,Sci-Fi,4.99,74,PG,"JENNIFER DAVIS, KIRSTEN PALTROW, TOM MIRANDA, JANE JACKMAN, AL GARLAND",left_only
888,714,RANDOM GO,A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank,Sci-Fi,2.99,73,NC-17,"JENNIFER DAVIS, LUCILLE TRACY, BURT DUKAKIS, REESE KILMER, CARMEN HUNT, JUDE CRUISE, ANGELA HUDSON, SPENCER DEPP, HARRISON BALE, HARVEY HOPE, NICK DEGENERES, DEBBIE AKROYD, THORA TEMPLE",left_only
889,909,TREASURE COMMAND,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,Horror,0.99,102,PG-13,"JENNIFER DAVIS, MARY TANDY, ELLEN PRESLEY, SPENCER DEPP, CATE HARRIS, ALBERT JOHANSSON, OPRAH KILMER",left_only
890,909,TREASURE COMMAND,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,Horror,0.99,102,PG-13,"JENNIFER DAVIS, MARY TANDY, SPENCER DEPP, CATE HARRIS, ALBERT JOHANSSON, OPRAH KILMER, ELLEN PRESLEY",right_only
891,712,RAIDERS ANTITRUST,A Amazing Drama of a Teacher And a Feminist who must Meet a Woman in The First Manned Space Station,Documentary,0.99,82,PG-13,"JENNIFER DAVIS, MILLA PECK, KIRSTEN AKROYD, KENNETH TORN, WALTER TORN, JADA RYDER",left_only
892,56,BAREFOOT MANCHURIAN,A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park,Action,2.99,129,G,"JENNIFER DAVIS, MORGAN WILLIAMS, ED MANSFIELD, DARYL CRAWFORD, KIRK JOVOVICH, WILL WILSON, ELVIS MARX, MILLA PECK",right_only
893,858,SUBMARINE BED,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,Comedy,4.99,127,R,"JENNIFER DAVIS, PENELOPE PINKETT, CHRISTIAN AKROYD, RALPH CRUZ, SEAN GUINESS, SIDNEY CROWE, GROUCHO DUNST, WARREN JACKMAN, SCARLETT BENING, GREGORY GOODING, MARY KEITEL",left_only
894,616,NATIONAL STORY,A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California,Documentary,2.99,92,NC-17,"JENNIFER DAVIS, RAY JOHANSSON, JAMES PITT, RITA REYNOLDS, GRETA MALDEN, VIVIEN BASINGER, WILLIAM HACKMAN",left_only
895,832,SPLASH GUMP,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,Family,0.99,175,PG,"JENNIFER DAVIS, UMA WOOD, CAMERON STREEP, CHRISTIAN NEESON, RAY JOHANSSON, GENE WILLIS, MORGAN WILLIAMS, HUMPHREY WILLIS, AL GARLAND, PENELOPE GUINESS",right_only
896,870,SWARM GOLD,A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention,Horror,0.99,123,PG-13,"JESSICA BAILEY, ANGELINA ASTAIRE, WOODY JOLIE, SPENCER PECK, MATTHEW CARREY, BURT POSEY",right_only
897,972,WHISPERER GIANT,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,Sci-Fi,4.99,59,PG-13,"JESSICA BAILEY, BELA WALKEN, MILLA PECK",right_only
898,870,SWARM GOLD,A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention,Horror,0.99,123,PG-13,"JESSICA BAILEY, BURT POSEY, ANGELINA ASTAIRE, WOODY JOLIE, SPENCER PECK, MATTHEW CARREY",left_only
899,945,VIRGINIAN PLUTO,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,Documentary,0.99,164,R,"JESSICA BAILEY, KARL BERRY, THORA TEMPLE, SANDRA PECK, CAMERON WRAY, GENE WILLIS, PENELOPE CRONYN, ALBERT JOHANSSON",right_only
900,512,LEAGUE HELLFIGHTERS,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,Classics,4.99,110,PG-13,"JESSICA BAILEY, KIRSTEN AKROYD, KENNETH TORN, JIM MOSTEL, ALBERT JOHANSSON, CUBA BIRCH",left_only
901,57,BASIC EASY,A Stunning Epistle of a Man And a Husband who must Reach a Mad Scientist in A Jet Boat,Travel,2.99,90,PG-13,"JESSICA BAILEY, PENELOPE MONROE, GRETA KEITEL, EWAN GOODING, EMILY DEE, GROUCHO WILLIAMS",left_only
902,601,MOULIN WAKE,A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft,Travel,0.99,79,PG-13,"JESSICA BAILEY, SCARLETT BENING, VIVIEN BASINGER",left_only
903,144,CHINATOWN GLADIATOR,A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India,New,4.99,61,PG,"JESSICA BAILEY, UMA WOOD, DAN TORN, BOB FAWCETT, JUDE CRUISE, SEAN WILLIAMS, PENELOPE MONROE, GEOFFREY HESTON, JEFF SILVERSTONE, JAYNE SILVERSTONE",right_only
904,618,NECKLACE OUTBREAK,A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California,Drama,0.99,132,PG,"JIM MOSTEL, GRACE MOSTEL, JOHN SUVARI, MILLA PECK, ED CHASE, TOM MCKELLEN, KIRSTEN AKROYD, MICHAEL BENING",right_only
905,475,JAPANESE RUN,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,Horror,0.99,135,G,"JIM MOSTEL, KIM ALLEN, BEN HARRIS, JOHN SUVARI, VIVIEN BERGEN, ANGELA HUDSON, RALPH CRUZ, MINNIE ZELLWEGER, KENNETH TORN",right_only
906,7,AIRPLANE SIERRA,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,Comedy,4.99,62,PG-13,"JIM MOSTEL, RICHARD PENN, OPRAH KILMER, MENA HOPPER, MICHAEL BOLGER",left_only
907,322,FLATLINERS KILLER,A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft,Sports,2.99,100,G,"JIM MOSTEL, RUSSELL BACALL, MORGAN HOPKINS, SCARLETT BENING, GARY PENN, NICK STALLONE, MENA HOPPER, ROCK DUKAKIS, KENNETH TORN",right_only
908,572,METROPOLIS COMA,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,Sci-Fi,2.99,64,PG-13,"JIM MOSTEL, VAL BOLGER, DUSTIN TAUTOU, RAY JOHANSSON, GENE WILLIS, CUBA ALLEN",right_only
909,796,SIERRA DIVIDE,A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California,Sports,0.99,135,NC-17,"JIM MOSTEL, WALTER TORN, GINA DEGENERES, RUSSELL BACALL, MARY KEITEL",left_only
910,741,ROMAN PUNK,A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin,Music,0.99,81,NC-17,"JIM MOSTEL, WARREN NOLTE",left_only
911,596,MOONSHINE CABIN,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,Games,4.99,171,PG-13,"JODIE DEGENERES, CARMEN HUNT, WILLIAM HACKMAN, MATTHEW CARREY, GREGORY GOODING",left_only
912,678,PICKUP DRIVING,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,Sports,2.99,77,G,"JODIE DEGENERES, GARY PHOENIX, MINNIE ZELLWEGER, ELLEN PRESLEY, WILL WILSON",left_only
913,894,TOMATOES HELLFIGHTERS,A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank,Travel,0.99,68,PG,"JODIE DEGENERES, GROUCHO DUNST, WARREN NOLTE, CAMERON ZELLWEGER, PENELOPE MONROE, RICHARD PENN, ANGELA WITHERSPOON, VIVIEN BASINGER, KENNETH HOFFMAN",left_only
914,674,PET HAUNTING,A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California,Foreign,0.99,99,PG,"JODIE DEGENERES, GROUCHO SINATRA, MORGAN HOPKINS, BEN HARRIS, LAURA BRODY, NICK DEGENERES, JOHN SUVARI",left_only
915,100,BROOKLYN DESERT,A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station,Foreign,4.99,161,R,"JODIE DEGENERES, JAYNE NEESON, SEAN GUINESS, ALBERT NOLTE, GROUCHO WILLIAMS",left_only
916,724,REMEMBER DIARY,A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India,Family,2.99,110,R,"JODIE DEGENERES, KENNETH TORN, JEFF SILVERSTONE, REESE WEST",left_only
917,230,DIARY PANIC,A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India,Drama,2.99,107,G,"JODIE DEGENERES, MARY TANDY, MAE HOFFMAN, DARYL CRAWFORD",left_only
918,942,VIETNAM SMOOCHY,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,Drama,0.99,174,PG-13,"JODIE DEGENERES, MATTHEW LEIGH",right_only
919,942,VIETNAM SMOOCHY,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,Drama,0.99,174,PG-13,"JODIE DEGENERES, MATTHEW LEIGH",left_only
920,657,PARADISE SABRINA,A Intrepid Yarn of a Car And a Moose who must Outrace a Crocodile in A Manhattan Penthouse,Comedy,2.99,48,PG-13,"JODIE DEGENERES, PENELOPE CRONYN, SYLVESTER DERN, JEFF SILVERSTONE",right_only
921,657,PARADISE SABRINA,A Intrepid Yarn of a Car And a Moose who must Outrace a Crocodile in A Manhattan Penthouse,Comedy,2.99,48,PG-13,"JODIE DEGENERES, PENELOPE CRONYN, SYLVESTER DERN, JEFF SILVERSTONE",left_only
922,69,BEVERLY OUTLAW,A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station,Sci-Fi,2.99,85,R,"JODIE DEGENERES, RALPH CRUZ, JOHN SUVARI, SANDRA PECK",right_only
923,724,REMEMBER DIARY,A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India,Family,2.99,110,R,"JODIE DEGENERES, REESE WEST, JEFF SILVERSTONE, KENNETH TORN",right_only
924,544,MADISON TRAP,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,Documentary,2.99,147,R,"JODIE DEGENERES, RIP CRAWFORD, THORA TEMPLE, GREGORY GOODING, WALTER TORN",right_only
