,fid,title,description,category,price,length,rating,actors,_merge
950,200,CURTAIN VIDEOTAPE,A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank,Games,0.99,133,PG-13,"Joe Swank, Walter Torn, Ewan Gooding",left_only
951,74,BIRCH ANTITRUST,A Fanciful Panorama of a Husband And a Pioneer who must Outgun a Dog in A Baloon,Music,4.99,162,PG,"Joe Swank, Woody Hoffman, Daryl Wahlberg, Ewan Gooding, Alan Dreyfuss, Matthew Carrey",left_only
952,578,MILLION ACE,A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert,Classics,4.99,142,PG-13,"John Suvari, Ben Harris, Renee Tracy, Christian Akroyd, Scarlett Damon",right_only
953,16,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,Foreign,2.99,180,NC-17,"John Suvari, Gregory Gooding, Albert Johansson, Jude Cruise, Karl Berry",right_only
954,763,SATISFACTION CONFIDENTIAL,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,Sports,4.99,75,G,"John Suvari, Kevin Garland, Groucho Dunst, Cameron Wray, Gene Mckellen",right_only
955,747,ROXANNE REBEL,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,Games,0.99,171,R,"John Suvari, Lucille Dee, Milla Keitel, Johnny Cage, Rip Winslet",right_only
956,744,ROOTS REMEMBER,A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin,Classics,0.99,89,PG-13,"Johnny Cage, Burt Posey, Ellen Presley, Walter Torn, Warren Nolte, Cameron Zellweger, Ewan Gooding, Groucho Williams, Lisa Monroe, Matthew Carrey",left_only
957,128,CATCH AMISTAD,A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria,Foreign,0.99,183,G,"Johnny Cage, Christian Akroyd, Kenneth Pesci, Dan Streep, Ian Tandy",left_only
958,374,GRAFFITI LOVE,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,Sci-Fi,0.99,117,PG,"Johnny Cage, Christian Neeson, Kenneth Paltrow, Gary Penn, Sean Guiness, Audrey Bailey",left_only
959,868,SUPERFLY TRIP,A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House,Travel,0.99,114,PG,"Johnny Cage, Dan Harris, Sean Guiness, Warren Jackman, Richard Penn, Mena Hopper, Matthew Carrey",left_only
960,799,SIMON NORTH,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,Horror,0.99,51,NC-17,"Johnny Cage, Jodie Degeneres, Vivien Basinger",right_only
961,799,SIMON NORTH,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,Horror,0.99,51,NC-17,"Johnny Cage, Jodie Degeneres, Vivien Basinger",left_only
962,233,DISCIPLE MOTHER,A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank,Travel,0.99,141,PG,"Johnny Cage, Julia Barrymore, Adam Grant, Penelope Cronyn, Ewan Gooding, Jayne Nolte, Matthew Carrey",left_only
963,737,ROCK INSTINCT,A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India,Horror,0.99,102,G,"Johnny Cage, Julia Barrymore, Gary Phoenix, Jude Cruise, Milla Peck, Cameron Zellweger, Ed Guiness, Al Garland",right_only
964,933,VAMPIRE WHALE,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,New,4.99,126,NC-17,"Johnny Cage, Meg Hawke, Richard Penn, Ed Mansfield, Alan Dreyfuss",left_only
965,868,SUPERFLY TRIP,A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House,Travel,0.99,114,PG,"Johnny Cage, Mena Hopper, Richard Penn, Warren Jackman, Sean Guiness, Dan Harris, Matthew Carrey",right_only
966,869,SUSPECTS QUILLS,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,Action,2.99,47,PG,"Johnny Cage, Michelle Mcconaughey, Minnie Zellweger, Russell Bacall, Greta Keitel, Vivien Basinger, Jeff Silverstone, Jayne Silverstone",left_only
967,754,RUSHMORE MERMAID,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,Comedy,2.99,150,PG-13,"Johnny Cage, Milla Peck, Nick Wahlberg, Harrison Bale, Fay Wood, Henry Berry, Penelope Pinkett",right_only
968,233,DISCIPLE MOTHER,A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank,Travel,0.99,141,PG,"Johnny Cage, Penelope Cronyn, Adam Grant, Julia Barrymore, Ewan Gooding, Jayne Nolte, Matthew Carrey",right_only
969,394,HAMLET WISDOM,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,Sci-Fi,2.99,146,R,"Johnny Cage, Penelope Cronyn, Warren Jackman, Fay Winslet, Christopher West",right_only
970,394,HAMLET WISDOM,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,Sci-Fi,2.99,146,R,"Johnny Cage, Penelope Cronyn, Warren Jackman, Fay Winslet, Christopher West",left_only
971,747,ROXANNE REBEL,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,Games,0.99,171,R,"Johnny Cage, Rip Winslet, Milla Keitel, Lucille Dee, John Suvari",left_only
972,11,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,Foreign,0.99,126,G,"Johnny Cage, Scarlett Damon, Sean Guiness, Michael Bening",left_only
973,494,KARATE MOON,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,Horror,0.99,120,PG-13,"Johnny Cage, Susan Davis, Julianne Dench, Jane Jackman, Jada Ryder, Kim Allen, Michael Bolger, Jayne Silverstone",left_only
974,503,KRAMER CHOCOLATE,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,Sports,2.99,171,R,"Johnny Lollobrigida, Bette Nicholson, Fred Costner, Julia Mcqueen, Reese Kilmer, Milla Keitel, Woody Jolie, Julianne Dench",left_only
975,171,COMMANDMENTS EXPRESS,A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft,Horror,4.99,59,R,"Johnny Lollobrigida, Burt Dukakis, Warren Jackman, Cuba Birch",left_only
976,316,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,Games,4.99,173,R,"Johnny Lollobrigida, Christian Akroyd, Woody Jolie, Renee Tracy, River Dean",left_only
977,172,CONEHEADS SMOOCHY,A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria,Drama,4.99,112,NC-17,"Johnny Lollobrigida, Dan Torn, Julia Mcqueen, Alec Wayne, Audrey Olivier, Julia Barrymore, Gina Degeneres, Warren Jackman, Richard Penn",left_only
978,172,CONEHEADS SMOOCHY,A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria,Drama,4.99,112,NC-17,"Johnny Lollobrigida, Dan Torn, Julia Mcqueen, Audrey Olivier, Julia Barrymore, Gina Degeneres, Warren Jackman, Alec Wayne, Richard Penn",right_only
979,375,GRAIL FRANKENSTEIN,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,Action,2.99,85,NC-17,"Johnny Lollobrigida, Jayne Neeson, Daryl Wahlberg, Greta Keitel, Al Garland",left_only
980,383,GROOVE FICTION,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,Sports,0.99,111,NC-17,"Johnny Lollobrigida, Jodie Degeneres, Dan Harris, Minnie Zellweger, Harrison Bale, Jane Jackman, Ian Tandy",left_only
981,650,PACIFIC AMISTAD,A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse,Documentary,0.99,144,G,"Johnny Lollobrigida, Joe Swank, Dustin Tautou, Angelina Astaire, Susan Davis, Cate Mcqueen, Ed Guiness, Humphrey Garland",left_only
982,865,SUNRISE LEAGUE,A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse,Animation,4.99,135,PG-13,"Johnny Lollobrigida, Joe Swank, Tom Miranda, Sean Williams, Russell Bacall",left_only
983,85,BONNIE HOLOCAUST,A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan,Documentary,0.99,63,G,"Johnny Lollobrigida, Julia Mcqueen, Henry Berry, Minnie Zellweger, Susan Davis, Frances Tomei, Fay Winslet, Oprah Kilmer, Ed Guiness",right_only
984,85,BONNIE HOLOCAUST,A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan,Documentary,0.99,63,G,"Johnny Lollobrigida, Julia Mcqueen, Henry Berry, Minnie Zellweger, Susan Davis, Frances Tomei, Fay Winslet, Oprah Kilmer, Ed Guiness",left_only
985,19,AMADEUS HOLY,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,Action,0.99,113,PG,"Johnny Lollobrigida, Julia Mcqueen, Val Bolger, Kirk Jovovich, James Pitt, Penelope Cronyn",right_only
986,19,AMADEUS HOLY,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,Action,0.99,113,PG,"Johnny Lollobrigida, Julia Mcqueen, Val Bolger, Kirk Jovovich, James Pitt, Penelope Cronyn",left_only
987,730,RIDGEMONT SUBMARINE,A Unbelieveable Drama of a Waitress And a Composer who must Sink a Mad Cow in Ancient Japan,New,0.99,46,PG-13,"Johnny Lollobrigida, Julianne Dench, Whoopi Hurt, Michael Bolger, Julia Fawcett",left_only
988,202,DADDY PITTSBURGH,A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico,Comedy,4.99,161,G,"Johnny Lollobrigida, Kenneth Paltrow, Michelle Mcconaughey, Kevin Garland, Daryl Crawford",left_only
989,411,HEAVENLY GUN,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,Music,4.99,49,NC-17,"Johnny Lollobrigida, Kevin Bloom, Spencer Depp, Kevin Garland, Michael Bolger, Audrey Bailey",left_only
990,54,BANGER PINOCCHIO,A Awe-Inspiring Drama of a Car And a Pastry Chef who must Chase a Crocodile in The First Manned Space Station,Music,0.99,113,R,"Johnny Lollobrigida, Lucille Tracy, Dustin Tautou, Jayne Neeson, Gene Willis, Audrey Bailey",right_only
991,54,BANGER PINOCCHIO,A Awe-Inspiring Drama of a Car And a Pastry Chef who must Chase a Crocodile in The First Manned Space Station,Music,0.99,113,R,"Johnny Lollobrigida, Lucille Tracy, Dustin Tautou, Jayne Neeson, Gene Willis, Audrey Bailey",left_only
992,146,CHITTY LOCK,A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station,Drama,2.99,107,G,"Johnny Lollobrigida, Lucille Tracy, Elvis Marx, Sissy Sobieski, Val Bolger, Susan Davis, Russell Temple, Al Garland, Nick Degeneres, Olympia Pfeiffer, Lisa Monroe, Humphrey Garland, Rock Dukakis",left_only
993,203,DAISY MENAGERIE,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,Sci-Fi,4.99,84,G,"Johnny Lollobrigida, Minnie Kilmer, Milla Keitel, Carmen Hunt, Jodie Degeneres, Uma Wood, Goldie Brody",right_only
994,288,ESCAPE METROPOLIS,A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans,Travel,2.99,167,R,"Johnny Lollobrigida, Natalie Hopkins, Frances Tomei, Ed Mansfield",left_only
995,392,HALL CASSIDY,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,Children,4.99,51,NC-17,"Johnny Lollobrigida, Rip Crawford, Cameron Wray, Gina Degeneres, Jayne Silverstone",left_only
996,340,FRONTIER CABIN,A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House,New,4.99,183,PG-13,"Johnny Lollobrigida, Rip Crawford, Fay Kilmer, Jude Cruise, Ben Willis, Harvey Hope",left_only
997,732,RINGS HEARTBREAKERS,A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans,Action,0.99,58,G,"Johnny Lollobrigida, Rip Crawford, Sandra Peck, Judy Dean, Natalie Hopkins, Sylvester Dern, Cameron Zellweger, Morgan Hopkins, Minnie Kilmer, Ed Guiness, Jeff Silverstone",left_only
998,316,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,Games,4.99,173,R,"Johnny Lollobrigida, River Dean, Renee Tracy, Woody Jolie, Christian Akroyd",right_only
999,286,ENOUGH RAGING,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,Travel,2.99,158,NC-17,"Johnny Lollobrigida, Sandra Peck, Sean Williams, Julianne Dench, Kevin Garland, Richard Penn, Al Garland, Matthew Carrey, Michael Bolger",left_only
1000,841,STAR OPERATION,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,Sports,2.99,181,PG,"Johnny Lollobrigida, Susan Davis, Morgan Mcdormand, Morgan Williams, Will Wilson",left_only
1001,535,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,Horror,0.99,181,R,"Johnny Lollobrigida, Tom Miranda, Christian Neeson, Greta Malden",left_only
1002,665,PATTON INTERVIEW,A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin,Horror,2.99,175,PG,"Johnny Lollobrigida, Tom Miranda, Henry Berry, Rip Winslet, Sean Williams, Cate Mcqueen, Whoopi Hurt, Geoffrey Heston, Michael Bolger",left_only
1003,687,POCUS PULP,A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory,Documentary,0.99,138,NC-17,"Johnny Lollobrigida, Tom Miranda, Ralph Cruz, Groucho Dunst, River Dean",left_only
1004,571,METAL ARMAGEDDON,A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory,Documentary,2.99,161,PG-13,"Johnny Lollobrigida, Uma Wood, Angela Hudson, Gina Degeneres, Albert Johansson, Kenneth Hoffman, Alan Dreyfuss, Michael Bolger",left_only
1005,817,SOLDIERS EVOLUTION,A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station,Sci-Fi,4.99,185,R,"Johnny Lollobrigida, Uma Wood, Cuba Olivier, Judy Dean, Sean Guiness, Russell Bacall, Minnie Kilmer, Ed Guiness, Mary Keitel",left_only
1006,203,DAISY MENAGERIE,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,Sci-Fi,4.99,84,G,"Johnny Lollobrigida, Uma Wood, Goldie Brody, Jodie Degeneres, Carmen Hunt, Milla Keitel, Minnie Kilmer",left_only
1007,517,LESSON CLEOPATRA,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,Sports,0.99,167,NC-17,"Jon Chase, Lisa Monroe, Rock Dukakis, Bette Nicholson, Carmen Hunt, Cameron Wray, Angela Hudson, Kenneth Torn, Walter Torn, Warren Nolte, Cuba Allen, Liza Bergman",right_only
1008,150,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,Documentary,2.99,101,PG,"Jon Chase, Penelope Pinkett, Frances Day-lewis, Jodie Degeneres, Julia Mcqueen",right_only
1009,746,ROUGE SQUAD,A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia,Games,0.99,118,NC-17,"Jon Chase, Reese West, Penelope Monroe, Ewan Gooding",right_only
1010,114,CAMELOT VACATION,A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention,Sci-Fi,0.99,61,NC-17,"Jude Cruise, Albert Nolte",right_only
1011,114,CAMELOT VACATION,A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention,Sci-Fi,0.99,61,NC-17,"Jude Cruise, Albert Nolte",left_only
1012,767,SCALAWAG DUCK,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,Music,4.99,183,NC-17,"Jude Cruise, Chris Depp, Reese Kilmer, Christian Neeson, Groucho Sinatra",right_only
1013,717,REAR TRADING,A Awe-Inspiring Reflection of a Forensic Psychologist And a Secret Agent who must Succumb a Pastry Chef in Soviet Georgia,Action,0.99,97,NC-17,"Jude Cruise, Laurence Bullock, Penelope Monroe, Kenneth Pesci, Natalie Hopkins, Lucille Tracy, Dan Torn, Fred Costner",right_only
1014,192,CROSSING DIVORCE,A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin,Foreign,4.99,50,R,"Jude Cruise, Milla Keitel",left_only
1015,852,STRANGELOVE DESIRE,A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park,Children,0.99,103,NC-17,"Jude Cruise, Ray Johansson, Angela Hudson, Groucho Sinatra, Walter Torn, Cuba Allen, Alan Dreyfuss, Michael Bening, Ed Guiness",left_only
1016,707,QUEST MUSSOLINI,A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory,Action,2.99,177,R,"Jude Cruise, Renee Tracy, Jayne Neeson, Judy Dean, Gary Penn",right_only
1017,592,MONSTER SPARTACUS,A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia,Music,2.99,107,PG,"Jude Cruise, Warren Jackman, Greta Keitel, Kim Allen, Alan Dreyfuss, John Suvari, Jayne Silverstone",left_only
1018,52,BALLROOM MOCKINGBIRD,A Thrilling Documentary of a Composer And a Monkey who must Find a Feminist in California,Foreign,0.99,173,G,"Judy Dean, Adam Grant, Ben Willis, Daryl Wahlberg, Harrison Bale, Lucille Dee, Gene Mckellen",left_only
1019,615,NASH CHOCOLAT,A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft,Animation,2.99,180,PG-13,"Judy Dean, Angela Hudson, Ben Willis, Harrison Bale, Ben Harris, Humphrey Garland, Bela Walken",left_only
1020,748,RUGRATS SHAKESPEARE,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,Action,0.99,109,PG-13,"Judy Dean, Gary Penn, Daryl Wahlberg, Morgan Hopkins, Kim Allen, Cuba Birch",left_only
1021,707,QUEST MUSSOLINI,A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory,Action,2.99,177,R,"Judy Dean, Jude Cruise, Jayne Neeson, Gary Penn, Renee Tracy",left_only
1022,589,MODERN DORADO,A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans,Documentary,0.99,74,PG,"Judy Dean, Lucille Tracy, James Pitt, Cate Harris, Julianne Dench",right_only
1023,389,GUNFIGHTER MUSSOLINI,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,Sports,2.99,127,PG-13,"Judy Dean, Scarlett Damon, Russell Close, Audrey Olivier",right_only
1024,738,ROCKETEER MOTHER,A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank,Foreign,0.99,178,PG-13,"Judy Dean, Tom Miranda, Chris Bridges, Renee Tracy, Warren Jackman, Meryl Allen, Jayne Silverstone",right_only
1025,738,ROCKETEER MOTHER,A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank,Foreign,0.99,178,PG-13,"Judy Dean, Tom Miranda, Chris Bridges, Renee Tracy, Warren Jackman, Meryl Allen, Jayne Silverstone",left_only
1026,777,SECRETARY ROUGE,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,Sports,4.99,158,PG,"Julia Barrymore, Ben Willis, Ellen Presley, Cameron Zellweger, Jayne Nolte, Jeff Silverstone",left_only
1027,777,SECRETARY ROUGE,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,Sports,4.99,158,PG,"Julia Barrymore, Ellen Presley, Cameron Zellweger, Jayne Nolte, Jeff Silverstone, Ben Willis",right_only
1028,36,ARGONAUTS TOWN,A Emotional Epistle of a Forensic Psychologist And a Butler who must Challenge a Waitress in An Abandoned Mine Shaft,Animation,0.99,127,PG-13,"Julia Barrymore, Gary Penn, Gene Willis, Dan Streep, Kevin Garland",left_only
1029,923,UNFAITHFUL KILL,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,Drama,2.99,78,R,"Julia Barrymore, Greg Chaplin, Daryl Wahlberg, Lucille Dee, Whoopi Hurt, Kim Allen, Laurence Bullock, Renee Ball",left_only
1030,923,UNFAITHFUL KILL,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,Drama,2.99,78,R,"Julia Barrymore, Greg Chaplin, Renee Ball, Laurence Bullock, Kim Allen, Whoopi Hurt, Lucille Dee, Daryl Wahlberg",right_only
1031,576,MIGHTY LUCK,A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention,Documentary,2.99,122,PG,"Julia Barrymore, Mena Temple, Jessica Bailey, Julianne Dench, Whoopi Hurt, River Dean, Russell Close, Bela Walken",left_only
1032,913,TROOPERS METAL,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,New,0.99,115,R,"Julia Barrymore, Penelope Pinkett, Morgan Mcdormand, Russell Temple, Greta Malden",right_only
1033,913,TROOPERS METAL,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,New,0.99,115,R,"Julia Barrymore, Penelope Pinkett, Morgan Mcdormand, Russell Temple, Greta Malden",left_only
1034,787,SHINING ROSES,A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India,Travel,0.99,125,G,"Julia Barrymore, Woody Jolie, Susan Davis, Cate Harris, Humphrey Garland",left_only
1035,785,SHAWSHANK BUBBLE,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,Travel,4.99,80,PG,"Julia Fawcett, Bob Fawcett, Renee Tracy, Val Bolger, Kenneth Pesci, Sylvester Dern, Scarlett Bening, Angela Witherspoon, Ian Tandy, Christopher West",right_only
1036,689,POLLOCK DELIVERANCE,A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert,Foreign,2.99,137,PG,"Julia Fawcett, Groucho Sinatra, Dustin Tautou, Carmen Hunt, Goldie Brody, Burt Temple",right_only
1037,432,HOPE TOOTSIE,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,Classics,2.99,139,NC-17,"Julia Fawcett, Jane Jackman, Renee Tracy, Greg Chaplin",right_only
1038,730,RIDGEMONT SUBMARINE,A Unbelieveable Drama of a Waitress And a Composer who must Sink a Mad Cow in Ancient Japan,New,0.99,46,PG-13,"Julia Fawcett, Michael Bolger, Johnny Lollobrigida, Whoopi Hurt, Julianne Dench",right_only
1039,586,MOCKINGBIRD HOLLYWOOD,A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin,Action,0.99,60,PG,"Julia Mcqueen, Adam Hopper, Sean Guiness",right_only
1040,273,EFFECT GLADIATOR,A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse,Family,0.99,107,PG,"Julia Mcqueen, Alec Wayne, Nick Stallone, Julia Barrymore, Renee Tracy, Olympia Pfeiffer, Lisa Monroe",left_only
1041,347,GAMES BOWFINGER,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,Travel,4.99,119,PG-13,"Julia Mcqueen, Angela Hudson, Rip Winslet, Burt Posey, Matthew Leigh, Frances Tomei, Humphrey Willis, Mary Keitel",left_only
1042,695,PRESIDENT BANG,A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia,Family,4.99,144,PG,"Julia Mcqueen, Cuba Allen, Lucille Dee, Debbie Akroyd, Audrey Bailey",left_only
1043,996,YOUNG LANGUAGE,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,Documentary,0.99,183,G,"Julia Mcqueen, Ed Chase, James Pitt, Christopher West, Mena Hopper",right_only
1044,805,SLEEPLESS MONSOON,A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia,Animation,4.99,64,G,"Julia Mcqueen, Grace Mostel, Henry Berry, Daryl Crawford",right_only
1045,986,WONKA SEA,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,Animation,2.99,85,NC-17,"Julia Mcqueen, Henry Berry",left_only
1046,334,FREDDY STORM,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,Horror,4.99,65,NC-17,"Julia Mcqueen, Henry Berry, Walter Torn",right_only
1047,334,FREDDY STORM,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,Horror,4.99,65,NC-17,"Julia Mcqueen, Henry Berry, Walter Torn",left_only
1048,150,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,Documentary,2.99,101,PG,"Julia Mcqueen, Jodie Degeneres, Frances Day-lewis, Penelope Pinkett, Jon Chase",left_only
1049,359,GLADIATOR WESTWARD,A Astounding Reflection of a Squirrel And a Sumo Wrestler who must Sink a Dentist in Ancient Japan,Family,4.99,173,PG,"Julia Mcqueen, Kirk Jovovich, Adam Grant, Cameron Zellweger, Ian Tandy, Jayne Silverstone",left_only
1050,398,HANOVER GALAXY,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,Music,4.99,47,NC-17,"Julia Mcqueen, Kirsten Paltrow, Jennifer Davis, Jayne Neeson, Kenneth Hoffman, Scarlett Damon, Angela Hudson",right_only
1051,273,EFFECT GLADIATOR,A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse,Family,0.99,107,PG,"Julia Mcqueen, Lisa Monroe, Olympia Pfeiffer, Renee Tracy, Julia Barrymore, Nick Stallone, Alec Wayne",right_only
1052,830,SPIRIT FLINTSTONES,A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan,Horror,0.99,149,R,"Julia Mcqueen, Parker Goldberg, Henry Berry, James Pitt, Spencer Peck, Penelope Monroe, Whoopi Hurt, River Dean, Vivien Basinger, Michael Bening, Gregory Gooding",left_only
1053,586,MOCKINGBIRD HOLLYWOOD,A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin,Action,0.99,60,PG,"Julia Mcqueen, Sean Guiness, Adam Hopper",left_only
1054,500,KISS GLORY,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,Foreign,4.99,163,PG-13,"Julia Mcqueen, Tom Miranda, Groucho Dunst, Oprah Kilmer, Humphrey Garland, Cuba Olivier, Helen Voight",right_only
1055,679,PILOT HOOSIERS,A Awe-Inspiring Reflection of a Crocodile And a Sumo Wrestler who must Meet a Forensic Psychologist in An Abandoned Mine Shaft,Family,2.99,50,PG,"Julia Mcqueen, Woody Hoffman, Cameron Zellweger, Spencer Peck, Henry Berry, Debbie Akroyd, Audrey Bailey",right_only
1056,679,PILOT HOOSIERS,A Awe-Inspiring Reflection of a Crocodile And a Sumo Wrestler who must Meet a Forensic Psychologist in An Abandoned Mine Shaft,Family,2.99,50,PG,"Julia Mcqueen, Woody Hoffman, Henry Berry, Spencer Peck, Cameron Zellweger, Debbie Akroyd, Audrey Bailey",left_only
